Date,Region,Channel,PoliciesSold,TotalPremium,TotalClaims,CustomerSatisfaction,CommissionRate,PolicyDurationMonths,AvgCustomerAge,ClaimFrequency,ClaimSeverity,RenewalRate,OperatingCost,Profit,LossRatio,ClaimsPerPolicy
01/01/2024,South,Partner,107,81113,99303,6.1,4.65,12,59,0.05,979.45,0.79,10591,-28781,1.224,5.35
01/03/2024,West,Partner,576,296592,105579,7.67,7.29,12,34,0.101,301.17,0.82,10383,180630,0.356,58.18
01/12/2024,East,Online,559,65401,67994,6.24,6.35,12,36,0.219,816.99,0.68,12470,-15063,1.04,122.42
01/09/2024,East,Branch,352,193956,87061,7.36,6.45,24,42,0.074,842.27,0.71,19086,87809,0.449,26.05
01/12/2024,East,Branch,625,265432,119064,8.58,7.28,24,38,0.11,495,0.89,9819,136549,0.449,68.75
01/01/2024,West,Branch,537,218635,36978,6.49,5.37,12,34,0.154,726.88,0.89,12632,169025,0.169,82.7
01/09/2024,South,Partner,760,215486,76344,7.81,4.77,12,34,0.243,590.53,0.67,8235,130907,0.354,184.68
01/08/2024,West,Branch,335,197214,66648,8.07,4.79,12,42,0.372,382.31,0.77,10255,120311,0.338,124.62
01/01/2024,South,Partner,405,293682,21055,7.76,6.93,6,48,0.11,809.01,0.61,5251,267376,0.072,44.55
01/06/2024,West,Branch,577,296200,95582,7.52,6.46,12,25,0.382,410.2,0.56,9300,191318,0.323,220.41
01/05/2024,West,Branch,778,121492,121387,8.33,4.83,6,54,0.435,472.36,0.81,19167,-19062,0.999,338.43
01/06/2024,South,Online,119,260536,101214,8.46,4.58,12,39,0.343,352.01,0.67,12409,146913,0.388,40.82
01/10/2024,East,Branch,315,256329,64876,8,4.48,12,32,0.07,775.42,0.57,16071,175382,0.253,22.05
01/12/2024,South,Branch,234,126693,138363,7.57,6.51,12,59,0.248,566.98,0.8,8998,-20668,1.092,58.03
01/05/2024,North,Online,228,85135,112160,8.86,4,12,42,0.347,554.7,0.87,13982,-41007,1.317,79.12
01/06/2024,North,Partner,509,253304,127954,6.69,4.07,12,65,0.49,683.65,0.87,10180,115170,0.505,249.41
01/05/2024,South,Partner,521,77862,58725,8.69,5.56,6,40,0.478,325.81,0.74,17752,1385,0.754,249.04
01/11/2024,West,Branch,393,186262,25255,8.42,6.77,12,45,0.228,918.52,0.69,19129,141878,0.136,89.6
01/12/2024,North,Partner,345,120199,94947,8.2,6.78,12,39,0.327,572.09,0.56,10421,14831,0.79,112.82
01/05/2024,North,Branch,655,155366,73380,7.99,5.72,12,29,0.451,493.22,0.82,6495,75491,0.472,295.41
01/04/2024,West,Online,185,54331,134648,6.11,6.76,24,69,0.424,301.35,0.88,12978,-93295,2.478,78.44
01/03/2024,West,Online,655,233258,73333,9.39,6.08,12,31,0.266,334.36,0.86,17681,142244,0.314,174.23
01/03/2024,East,Branch,474,94648,62459,8.84,7.91,12,31,0.168,936.29,0.8,18918,13271,0.66,79.63
01/04/2024,West,Online,545,78549,136518,7.04,4.65,12,51,0.112,565.29,0.5,19316,-77285,1.738,61.04
01/09/2024,South,Online,477,262854,56163,8.76,6.4,24,49,0.27,777.75,0.66,16260,190431,0.214,128.79
01/02/2024,South,Branch,489,75761,53971,8.19,5.96,24,46,0.375,264.41,0.66,15899,5891,0.712,183.38
01/09/2024,East,Branch,756,53262,116771,7.42,4.78,12,37,0.486,714.77,0.86,18199,-81708,2.192,367.42
01/01/2024,North,Online,150,292696,85149,9.19,7,12,41,0.438,937.22,0.53,13141,194406,0.291,65.7
01/01/2024,North,Partner,341,232331,147150,7.57,5.1,6,65,0.142,439.97,0.71,10378,74803,0.633,48.42
01/05/2024,West,Partner,393,122572,104730,9.36,5.53,24,68,0.374,663.31,0.55,7577,10265,0.854,146.98
01/06/2024,South,Branch,662,234544,39476,8.53,5.5,12,37,0.18,952.18,0.76,10306,184762,0.168,119.16
01/06/2024,North,Branch,365,137858,88580,8.96,4.98,24,50,0.358,775.46,0.82,13133,36145,0.643,130.67
01/03/2024,East,Partner,219,134667,140759,8.58,5.72,12,33,0.35,249.86,0.76,6235,-12327,1.045,76.65
01/07/2024,East,Online,347,54677,125576,8.53,5.89,12,29,0.173,502.99,0.82,6058,-76957,2.297,60.03
01/09/2024,South,Partner,169,254580,106593,8.22,6.98,24,63,0.155,268.62,0.74,14362,133625,0.419,26.2
01/11/2024,East,Partner,156,180334,89050,7.27,7.06,24,57,0.097,889.05,0.58,16810,74474,0.494,15.13
01/12/2024,East,Partner,481,261937,95526,8.06,4.63,6,28,0.073,697.33,0.65,8659,157752,0.365,35.11
01/10/2024,South,Partner,138,283640,124496,8.92,6.37,12,52,0.436,965.11,0.88,16847,142297,0.439,60.17
01/08/2024,West,Branch,542,151437,129071,8.72,7.58,12,50,0.072,215.81,0.62,10368,11998,0.852,39.02
01/06/2024,West,Branch,117,290988,134832,8.5,4.44,12,28,0.09,538.47,0.53,5056,151100,0.463,10.53
01/12/2024,East,Online,451,231689,27507,5.9,5.89,12,40,0.157,283.49,0.65,15084,189098,0.119,70.81
01/08/2024,West,Online,397,267101,90393,7.79,7,12,61,0.449,480.39,0.65,12472,164236,0.338,178.25
01/12/2024,West,Online,382,199667,32118,7.68,6.45,12,46,0.2,329.51,0.69,7569,159980,0.161,76.4
01/05/2024,East,Online,685,268531,70529,6.9,4.4,6,60,0.136,463.04,0.72,19036,178966,0.263,93.16
01/08/2024,West,Partner,209,110148,88682,8.9,5.59,12,62,0.372,855.41,0.9,9080,12386,0.805,77.75
01/10/2024,East,Branch,279,96926,111937,5.97,6.03,12,59,0.194,328.56,0.8,17648,-32659,1.155,54.13
01/12/2024,North,Branch,643,125271,74176,8.84,7.98,12,49,0.2,578.93,0.51,11377,39718,0.592,128.6
01/04/2024,South,Online,124,84457,135481,9.33,4.71,12,32,0.383,937.27,0.79,6948,-57972,1.604,47.49
01/10/2024,South,Online,156,92531,111713,7.79,7.93,6,41,0.163,999.02,0.83,5222,-24404,1.207,25.43
01/08/2024,West,Partner,279,254335,124060,7.93,5.5,12,42,0.454,400.51,0.86,14831,115444,0.488,126.67
01/10/2024,West,Partner,331,254372,24414,8.97,4.8,12,36,0.303,948.45,0.67,17614,212344,0.096,100.29
01/12/2024,West,Online,442,178027,103030,7.24,5.66,12,57,0.292,409.11,0.63,10217,64780,0.579,129.06
01/02/2024,South,Branch,576,244243,140360,8.66,6.46,12,47,0.169,530.82,0.84,18537,85346,0.575,97.34
01/12/2024,North,Branch,675,299301,105973,7.08,4.85,12,36,0.426,902.34,0.81,14949,178379,0.354,287.55
01/12/2024,North,Branch,554,95771,82137,6.78,5.17,12,35,0.308,828.94,0.71,14027,-393,0.858,170.63
01/05/2024,South,Online,331,143135,23937,8.3,7.42,24,37,0.12,885.99,0.55,7536,111662,0.167,39.72
01/09/2024,North,Branch,388,116354,56731,7.97,8,24,59,0.143,840.21,0.76,7525,52098,0.488,55.48
01/04/2024,South,Partner,312,162743,106862,6.28,5.27,6,51,0.261,388.05,0.53,14176,41705,0.657,81.43
01/11/2024,North,Partner,357,294453,58665,9.42,4.6,12,49,0.401,647.04,0.54,6357,229431,0.199,143.16
01/06/2024,East,Online,629,218361,94510,7.59,7.17,12,64,0.473,508.2,0.63,9887,113964,0.433,297.52
01/01/2024,East,Partner,786,83892,132681,8.51,6.4,12,27,0.349,567.77,0.65,12722,-61511,1.582,274.31
01/09/2024,South,Online,328,252268,37500,9.61,4.4,12,49,0.278,323.17,0.68,10982,203786,0.149,91.18
01/01/2024,North,Branch,325,179662,134360,8.25,7.79,12,69,0.163,452.61,0.64,19847,25455,0.748,52.98
01/05/2024,West,Branch,695,145057,21750,9.27,4.31,6,34,0.353,886.12,0.51,16252,107055,0.15,245.33
01/04/2024,North,Branch,534,88409,85018,7.14,6.5,24,41,0.492,918.05,0.56,9477,-6086,0.962,262.73
01/12/2024,East,Partner,501,296889,145456,9.42,5.7,12,27,0.264,688.12,0.55,14638,136795,0.49,132.26
01/03/2024,East,Online,721,215542,24027,7.17,6.23,12,69,0.123,598.61,0.67,6371,185144,0.111,88.68
01/06/2024,North,Branch,187,199457,129832,7.43,4.85,12,46,0.097,770.27,0.58,8224,61401,0.651,18.14
01/02/2024,North,Online,683,204368,25745,6.55,6.75,6,62,0.171,687.08,0.62,6874,171749,0.126,116.79
01/03/2024,West,Branch,641,168566,81731,8.27,7.84,12,38,0.306,986.94,0.69,15691,71144,0.485,196.15
01/05/2024,West,Partner,783,111716,106984,8.63,5.83,12,51,0.476,352.07,0.59,8361,-3629,0.958,372.71
01/09/2024,North,Partner,408,139152,127983,8.77,6.09,12,66,0.185,559.24,0.6,11104,65,0.92,75.48
01/02/2024,North,Online,442,76382,48451,6.57,4.96,12,44,0.187,934.59,0.83,6142,21789,0.634,82.65
01/10/2024,North,Partner,535,126675,113743,8.37,7.57,6,42,0.267,931.79,0.72,9309,3623,0.898,142.84
01/08/2024,North,Partner,276,278668,91474,8.41,7.88,6,37,0.463,596.28,0.84,13756,173438,0.328,127.79
01/02/2024,South,Online,238,72419,81536,8.61,7.15,6,66,0.239,307.85,0.71,18019,-27136,1.126,56.88
01/11/2024,North,Branch,293,274393,32150,7.23,6.17,24,30,0.15,851.97,0.86,17726,224517,0.117,43.95
01/05/2024,West,Partner,285,131238,33406,5.49,7.83,6,34,0.123,668.13,0.6,11898,85934,0.255,35.06
01/07/2024,East,Online,317,275825,39781,8.71,4.62,6,61,0.256,818.53,0.75,6588,229456,0.144,81.15
01/08/2024,South,Partner,263,220363,77417,7.85,5.91,24,53,0.41,570.02,0.7,17177,125769,0.351,107.83
01/01/2024,North,Partner,260,62397,136047,8.28,6.15,12,30,0.181,363.11,0.87,17916,-91566,2.18,47.06
01/06/2024,East,Partner,624,287487,143971,7.91,5.97,12,63,0.281,219.19,0.67,9998,133518,0.501,175.34
01/01/2024,South,Partner,700,107888,123157,8.23,7.21,6,35,0.321,647.31,0.84,14662,-29931,1.142,224.7
01/02/2024,East,Online,141,85169,38325,8.74,6.68,12,49,0.253,328.84,0.73,17106,29738,0.45,35.67
01/01/2024,North,Online,309,112182,88684,6.14,4.51,6,68,0.136,349.71,0.78,16305,7193,0.791,42.02
01/11/2024,North,Online,374,142476,114415,9.14,5.39,12,68,0.465,549.04,0.85,17682,10379,0.803,173.91
01/05/2024,West,Partner,378,92249,134547,7.82,5.36,24,54,0.304,553.66,0.9,9342,-51640,1.459,114.91
01/10/2024,North,Partner,350,209413,93469,9.63,6.26,12,44,0.378,419.51,0.79,8362,107582,0.446,132.3
01/09/2024,North,Partner,409,125603,29436,7.54,5.17,12,61,0.336,305.54,0.63,19583,76584,0.234,137.42
01/06/2024,South,Online,239,227216,37669,7.32,4.47,12,40,0.499,955.96,0.62,6636,182911,0.166,119.26
01/11/2024,West,Partner,645,242844,147385,7.85,6.61,12,55,0.255,305.31,0.62,19934,75525,0.607,164.48
01/11/2024,South,Branch,629,129360,92010,8.5,7.4,12,53,0.241,480.62,0.54,16104,21246,0.711,151.59
01/01/2024,East,Partner,156,63444,132983,7.73,7.73,12,30,0.212,443.89,0.52,14664,-84203,2.096,33.07
01/01/2024,North,Branch,211,226719,96764,8.57,7.89,12,53,0.213,893.07,0.73,11227,118728,0.427,44.94
01/02/2024,East,Partner,104,173662,119074,7.61,7.12,12,56,0.174,528.05,0.82,6244,48344,0.686,18.1
01/09/2024,South,Online,509,295488,21843,8.03,4.56,24,33,0.491,299.23,0.51,16929,256716,0.074,249.92
01/03/2024,North,Partner,513,148843,85609,10,7.41,24,61,0.442,208.21,0.73,15290,47944,0.575,226.75
01/01/2024,North,Branch,281,60974,70812,8.36,5.6,12,47,0.193,777.56,0.65,15789,-25627,1.161,54.23
01/05/2024,South,Branch,112,162150,36059,8.44,6.92,12,40,0.187,771.6,0.86,11914,114177,0.222,20.94
01/07/2024,South,Partner,438,219455,106269,6.53,6.13,12,42,0.097,534.23,0.56,18268,94918,0.484,42.49
01/06/2024,South,Branch,358,144826,141790,9.35,7.31,12,43,0.445,301.05,0.73,10306,-7270,0.979,159.31
01/12/2024,South,Branch,189,262624,60768,9.07,5.7,6,68,0.217,497.31,0.89,18836,183020,0.231,41.01
01/01/2024,South,Online,715,147648,45395,7.29,4.25,12,26,0.308,671.91,0.64,15704,86549,0.307,220.22
01/05/2024,North,Partner,797,275121,40202,9.05,6.23,12,34,0.455,763.15,0.8,9514,225405,0.146,362.64
01/05/2024,South,Partner,349,184028,33273,8.33,4.69,12,36,0.234,262.59,0.85,19422,131333,0.181,81.67
01/06/2024,North,Partner,354,189149,68889,8.05,7.86,24,42,0.413,645.05,0.57,13450,106810,0.364,146.2
01/03/2024,North,Branch,687,86490,118635,9.29,6.11,12,43,0.244,420.9,0.9,7358,-39503,1.372,167.63
01/05/2024,South,Partner,207,291435,136109,7.49,6.21,12,62,0.365,693.81,0.82,19508,135818,0.467,75.55
01/07/2024,South,Partner,767,174713,93048,7.28,7.63,12,61,0.244,718.51,0.56,16585,65080,0.533,187.15
01/05/2024,West,Online,693,284463,113767,8.21,6.5,24,51,0.227,928.48,0.62,16970,153726,0.4,157.31
01/05/2024,North,Online,688,289714,108810,8.53,5.21,12,38,0.496,528.3,0.75,16603,164301,0.376,341.25
01/05/2024,South,Online,584,105612,123235,8.97,5.18,12,69,0.326,630.07,0.85,10615,-28238,1.167,190.38
01/10/2024,South,Branch,357,150474,144571,7.85,6.01,12,58,0.215,414.57,0.58,6268,-365,0.961,76.76
01/10/2024,South,Partner,738,86159,65510,7.15,7.47,24,26,0.166,429.25,0.79,14131,6518,0.76,122.51
01/03/2024,West,Online,381,89710,107945,10,7.18,12,68,0.068,236.83,0.61,19840,-38075,1.203,25.91
01/01/2024,West,Online,187,264608,131730,6.91,7.85,12,57,0.368,428.86,0.82,7376,125502,0.498,68.82
01/05/2024,East,Online,303,194878,139096,8.06,4.29,24,43,0.217,251.06,0.77,17143,38639,0.714,65.75
01/09/2024,North,Partner,115,163096,90649,8.78,5.07,24,51,0.42,971.13,0.71,13387,59060,0.556,48.3
01/01/2024,East,Partner,250,259417,126723,9.15,4.32,12,54,0.214,699.41,0.76,17349,115345,0.488,53.5
01/03/2024,South,Partner,353,261463,22881,7.43,7,6,31,0.218,338.52,0.85,8096,230486,0.088,76.95
01/04/2024,West,Branch,287,157412,65913,6.13,4.56,12,51,0.401,293.41,0.65,8635,82864,0.419,115.09
01/01/2024,West,Branch,428,144924,131860,7.41,4.4,12,45,0.27,496.1,0.81,5561,7503,0.91,115.56
01/01/2024,East,Online,643,56458,104785,8.86,6.25,12,31,0.448,446.12,0.56,16641,-64968,1.856,288.06
01/08/2024,West,Partner,496,180993,85037,8.64,5.65,12,49,0.316,423.4,0.78,16558,79398,0.47,156.74
01/02/2024,South,Online,616,85524,82457,8.67,6.86,6,62,0.158,574.56,0.8,16315,-13248,0.964,97.33
01/12/2024,West,Partner,558,187925,55343,8.71,5.95,12,42,0.306,930.3,0.68,16083,116499,0.294,170.75
01/08/2024,East,Partner,429,90477,82389,9.34,5.7,12,57,0.052,654.44,0.82,13231,-5143,0.911,22.31
01/07/2024,South,Partner,268,82222,98250,7.22,5.7,12,57,0.191,616.99,0.72,14959,-30987,1.195,51.19
01/10/2024,East,Branch,792,68320,124489,6.8,7.49,12,56,0.144,845.24,0.87,12739,-68908,1.822,114.05
01/10/2024,West,Branch,465,144154,28656,8.37,5.58,12,49,0.344,203.22,0.54,11871,103627,0.199,159.96
01/02/2024,East,Partner,277,102243,25741,6.95,5.33,12,38,0.111,357.91,0.55,19325,57177,0.252,30.75
01/06/2024,East,Online,754,226687,36661,6.74,5.35,12,62,0.181,596.95,0.84,7504,182522,0.162,136.47
01/06/2024,North,Partner,461,198424,117091,9.22,4.79,6,62,0.199,764.25,0.84,12021,69312,0.59,91.74
01/03/2024,West,Partner,738,122833,48690,8.25,7.44,12,28,0.051,588.02,0.69,10971,63172,0.396,37.64
01/11/2024,West,Online,139,143476,52833,8.03,4.59,12,68,0.071,330.97,0.89,12876,77767,0.368,9.87
01/02/2024,East,Partner,515,164560,122566,8.05,7.63,12,42,0.19,943.99,0.77,13979,28015,0.745,97.85
01/12/2024,North,Online,454,184275,91240,7.89,5.13,12,34,0.15,462.93,0.89,15068,77967,0.495,68.1
01/01/2024,West,Branch,354,89267,133659,9.22,7.6,12,59,0.103,830.57,0.71,9097,-53489,1.497,36.46
01/06/2024,South,Branch,242,87941,126898,6.49,7.16,24,59,0.119,913.13,0.58,14684,-53641,1.443,28.8
01/12/2024,East,Online,676,132809,97711,6.44,6.33,6,64,0.426,477.16,0.68,14321,20777,0.736,287.98
01/05/2024,West,Branch,110,75368,77141,7.06,6.68,12,47,0.357,876.25,0.89,15455,-17228,1.024,39.27
01/11/2024,South,Branch,719,127186,98232,8.29,5.3,12,49,0.268,768.62,0.65,18064,10890,0.772,192.69
01/09/2024,West,Online,125,80984,59023,9.81,6.3,6,25,0.459,923.42,0.88,11822,10139,0.729,57.38
01/01/2024,South,Branch,520,223013,60209,8.87,5.17,6,42,0.063,401.05,0.82,10878,151926,0.27,32.76
01/07/2024,East,Partner,762,253990,113590,8.59,5.61,12,39,0.205,945.02,0.68,9509,130891,0.447,156.21
01/05/2024,West,Partner,320,233755,146324,7.92,7.06,6,49,0.421,252.25,0.72,17213,70218,0.626,134.72
01/05/2024,West,Online,595,50801,106612,6.67,4.98,6,56,0.333,834.94,0.74,17497,-73308,2.099,198.14
01/02/2024,North,Branch,336,156538,100522,8.51,7.36,12,44,0.492,548.53,0.77,19251,36765,0.642,165.31
01/11/2024,East,Partner,336,162201,131654,10,5.5,6,41,0.475,342.31,0.53,11186,19361,0.812,159.6
01/03/2024,South,Partner,318,97965,34440,7.76,6.13,12,35,0.126,263.52,0.87,15377,48148,0.352,40.07
01/07/2024,West,Branch,586,135269,139107,7.44,7.77,6,37,0.487,511.64,0.74,14836,-18674,1.028,285.38
01/06/2024,West,Branch,560,191041,27960,7.76,6.73,12,49,0.475,511.46,0.87,8560,154521,0.146,266
01/12/2024,South,Partner,762,85969,42462,8.6,6.58,12,44,0.218,383.97,0.75,10679,32828,0.494,166.12
01/02/2024,East,Partner,734,263341,145919,8.11,6.85,12,49,0.492,372.41,0.67,7685,109737,0.554,361.13
01/06/2024,North,Online,243,213521,37821,8.91,7.67,12,66,0.066,519.61,0.73,11612,164088,0.177,16.04
01/02/2024,North,Online,288,141679,77772,7.97,4.99,6,69,0.347,528.09,0.83,9821,54086,0.549,99.94
01/02/2024,West,Partner,354,206777,47258,7.76,6.45,12,55,0.17,553.89,0.63,12807,146712,0.229,60.18
01/02/2024,South,Online,167,241375,112889,8.23,5.6,6,25,0.108,895.01,0.88,6412,122074,0.468,18.04
01/11/2024,West,Partner,715,78363,108952,7.46,4.05,6,40,0.31,689,0.69,6221,-36810,1.39,221.65
01/03/2024,South,Partner,435,211792,82524,9.74,4.5,12,52,0.188,216.35,0.88,7249,122019,0.39,81.78
01/02/2024,North,Online,770,191044,42115,8.82,5.3,24,45,0.35,615.28,0.85,7239,141690,0.22,269.5
01/04/2024,East,Online,508,83351,138066,6.9,6.26,12,54,0.293,809.96,0.81,9202,-63917,1.656,148.84
01/09/2024,South,Branch,399,161023,66433,7.25,7.53,6,27,0.227,245.13,0.69,12873,81717,0.413,90.57
01/06/2024,North,Branch,701,217217,110504,8.57,7.16,24,58,0.132,538.09,0.73,17614,89099,0.509,92.53
01/01/2024,West,Branch,456,137948,108267,8.18,6.21,6,30,0.321,560.97,0.84,11893,17788,0.785,146.38
01/08/2024,South,Partner,355,270686,108321,8.3,4.3,24,67,0.423,963.22,0.72,13835,148530,0.4,150.16
01/12/2024,East,Online,452,269188,124933,7.81,5.14,12,53,0.32,580.55,0.8,17644,126611,0.464,144.64
01/07/2024,West,Partner,620,106235,99364,8.46,5.47,12,27,0.325,799.92,0.82,19930,-13059,0.935,201.5
01/10/2024,West,Online,623,64855,90077,7.83,6.49,12,57,0.28,442.32,0.71,15740,-40962,1.389,174.44
01/03/2024,North,Partner,793,217241,60644,8.56,4.26,24,35,0.225,823.45,0.71,10403,146194,0.279,178.42
01/01/2024,South,Branch,383,227476,82643,8.77,6.12,24,69,0.256,458.13,0.58,19803,125030,0.363,98.05
01/05/2024,West,Branch,411,200641,33311,9.61,7.61,12,29,0.495,544.02,0.6,17795,149535,0.166,203.44
01/04/2024,East,Branch,198,175074,143221,7.49,6.82,12,56,0.387,583.59,0.86,16997,14856,0.818,76.63
01/10/2024,South,Partner,296,104437,143012,7.99,7.19,12,42,0.244,941.09,0.84,19441,-58016,1.369,72.22
01/08/2024,East,Online,581,229578,149466,6.78,6.73,12,44,0.256,242.76,0.5,10185,69927,0.651,148.74
01/01/2024,West,Online,325,206810,50531,9.83,4.83,24,63,0.275,357.49,0.85,9290,146989,0.244,89.38
01/10/2024,East,Branch,714,187844,34588,6.02,4.44,6,64,0.347,764.59,0.51,18499,134757,0.184,247.76
01/01/2024,North,Branch,717,140410,69416,9.68,7.32,12,52,0.26,662.06,0.68,9142,61852,0.494,186.42
01/12/2024,East,Branch,464,69731,32380,8.09,6.78,24,37,0.359,401.23,0.53,14577,22774,0.464,166.58
01/04/2024,South,Branch,467,191203,62645,8.42,6.3,24,50,0.198,431.36,0.89,12152,116406,0.328,92.47
01/08/2024,East,Online,669,116324,37818,7.83,4.76,6,40,0.235,493.85,0.89,7584,70922,0.325,157.22
01/05/2024,East,Partner,689,235169,50857,8.03,6.41,12,49,0.439,560.28,0.74,6601,177711,0.216,302.47
01/02/2024,North,Partner,174,131720,41711,8.59,4.13,24,34,0.198,854.42,0.66,18798,71211,0.317,34.45
01/06/2024,East,Partner,141,146433,25097,6.36,4.48,12,53,0.484,211.05,0.7,9942,111394,0.171,68.24
01/05/2024,East,Partner,521,52889,136348,7.35,5.25,12,62,0.128,918.42,0.8,10698,-94157,2.578,66.69
01/02/2024,West,Branch,280,59569,48393,7.15,5.77,6,44,0.159,530.42,0.59,17996,-6820,0.812,44.52
01/11/2024,West,Branch,644,137193,42076,8.45,4.48,24,50,0.259,384.4,0.68,16509,78608,0.307,166.8
01/11/2024,South,Branch,170,256749,104274,8,4.48,12,56,0.409,606.73,0.79,5807,146668,0.406,69.53
01/11/2024,West,Partner,667,135192,77609,8.62,6.9,6,63,0.379,727.74,0.66,15851,41732,0.574,252.79
01/03/2024,West,Branch,204,137154,49317,8.16,6.28,12,62,0.129,235.8,0.51,12345,75492,0.36,26.32
01/09/2024,West,Branch,299,258542,124765,9.06,6.13,24,48,0.157,772.62,0.7,13306,120471,0.483,46.94
01/07/2024,West,Online,200,158073,78480,7.26,5.81,12,55,0.309,808.61,0.79,7727,71866,0.496,61.8
01/07/2024,North,Online,406,269894,27044,8.06,7.91,12,64,0.183,332.95,0.89,17918,224932,0.1,74.3
01/11/2024,West,Branch,685,57612,91033,9.11,4.2,12,36,0.24,334.31,0.51,15458,-48879,1.58,164.4
01/06/2024,North,Online,782,101644,139237,8.91,4.72,24,60,0.269,363.03,0.72,17484,-55077,1.37,210.36
01/08/2024,North,Online,476,82069,75486,6.52,6.59,12,34,0.317,837.3,0.68,17688,-11105,0.92,150.89
01/04/2024,West,Branch,754,131741,75162,6.98,4.55,12,30,0.163,417.6,0.6,17093,39486,0.571,122.9
01/08/2024,East,Branch,777,208403,99287,7.92,6.36,24,31,0.123,836.75,0.76,13165,95951,0.476,95.57
01/04/2024,North,Branch,498,105897,49882,7.77,6.27,12,55,0.229,632.42,0.57,15920,40095,0.471,114.04
01/08/2024,East,Branch,320,195006,74078,7.93,7.88,12,51,0.087,813.74,0.61,19327,101601,0.38,27.84
01/09/2024,East,Partner,694,191167,78734,8.8,7.53,24,32,0.287,642.94,0.81,9171,103262,0.412,199.18
01/03/2024,West,Partner,281,272566,127608,8.29,7.78,12,27,0.428,468.62,0.68,14641,130317,0.468,120.27
01/03/2024,South,Branch,406,152544,128730,8.35,4.45,12,64,0.104,928.57,0.9,17574,6240,0.844,42.22
01/11/2024,West,Online,621,68706,63826,8.67,7.47,6,45,0.101,772.24,0.65,6568,-1688,0.929,62.72
01/02/2024,South,Branch,495,224588,107985,9.07,4.52,12,25,0.086,587.24,0.69,14514,102089,0.481,42.57
01/10/2024,South,Branch,103,153602,64028,4.94,6.53,12,69,0.432,709.94,0.62,14052,75522,0.417,44.5
01/03/2024,West,Online,380,278080,71331,7.61,6.88,6,39,0.086,692.67,0.59,5741,201008,0.257,32.68
01/03/2024,West,Partner,314,84629,139655,7.12,4.64,24,31,0.493,486.49,0.87,14922,-69948,1.65,154.8
01/05/2024,South,Branch,709,227982,118938,8.48,6.53,12,39,0.211,539.02,0.8,11437,97607,0.522,149.6
01/05/2024,West,Branch,519,269612,138319,7.54,4.21,12,49,0.198,454.61,0.63,9904,121389,0.513,102.76
01/02/2024,South,Partner,200,174746,52543,8.08,5.17,12,27,0.091,999.61,0.78,7933,114270,0.301,18.2
01/12/2024,East,Partner,620,70431,144279,8.85,7.68,12,54,0.314,664.05,0.89,16710,-90558,2.049,194.68
01/10/2024,West,Online,672,237805,49362,7.4,4.69,6,38,0.314,273.64,0.53,19247,169196,0.208,211.01
01/06/2024,East,Partner,408,90088,47315,8.36,4.26,12,28,0.272,615.29,0.61,9509,33264,0.525,110.98
01/05/2024,North,Partner,757,225207,47746,9.55,5.77,6,60,0.19,239.97,0.58,9526,167935,0.212,143.83
01/06/2024,East,Partner,609,296858,30057,8.83,7.4,6,27,0.216,430.92,0.85,10909,255892,0.101,131.54
